Name,Status,Location,Price,Stars,Ratings,Link
"Lenovo X1 Carbon 14"" Laptop 1.6GHz Core i5 128GB HDD 8GB RAM Windows10 (Grade C)",Refurbished,From United States,"6,267.03 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-14-Laptop-1-6GHz-Core-i5-128GB-HDD-8GB-RAM-Windows10-Grade-C/383253818520?_trkparms=ispr%3D1&hash=item593bb52c98:g:dE8AAOSwM0VdwyyQ&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qVhBHp4EcSDFWRGWw3Y2Hx6uPCHf1Rj0BVVu2OEWhFsg5mRpmVncjAsJ%2BaAVHyoyKSZ%2F4ODhJ%2FTLYIoNiJsUrpouTgy2HkBvrn7Fp6BYxKKj3uULx8moC0tQ8FLGtH0LEBGmPn8WEX7Wfb6L4sFESieixSOW6wzsSnf5d732ifX%2BfpnsHB36t2A1YTeT8L5uC8%2Bnf0K0tZWjRucRqndLSvLIF9PsJTO5fp90SoSBc2OQ8LCqWHqlo1fcQcaL8LcRka0h84h28DyIb7YbwBGYchBap3C3RCupWpJk0O6JjgZrxiiPRBYEtKrldmUwSy%2B4mPSYO4SxKJnvBOJWUBugMgo5y6swpuoRKkK5dgo6dD7mAK61UonUnAdFyBbkjShk3M7Tszt22TlWt3tiCO270exCTlceEQ%2BP3uyOxTZ0%2FHh21UMyiMpL%2FntyYilIHI9V7GBqXJb8lgTivWOwSSJ4HvuBebY5YCqdzCc%2FuZKOuvfZkTQF9ktdj5y1kZEZ3SW7OrcyVofnoFtsZgGsHpwm%2BOkzNfsOBc5JWbQlkkaTzhrD7b4iRwAsnC7sg68bkZkg9XPQ%2FdSK4ubk%2FeP8x1wyUMNM4KoLzQfqUN5FSD1qsmVlEQlwyLOOoyw7tjHrrTqyC6f9pmRjfpEYePW24qo5QJLH9Gf0S3Cl7lCM2QGvYZlMCdb01WHYm%2BkPzFWamTcMkqbmL3dXdCV7hoxN9Df86S2ms8relpuxMjBuJuG9pidng%3D%3D&checksum=383253818520ee46255f198446a48c042b2372aef18f
Lenovo x1 Carbon Core i7 5600u 8gb 240gb SSD USB 3.0 Full HD 1920x1080x,Refurbished,From Germany,"17,123.55 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Core-i7-5600U-8GB-240GB-SSD-USB-3-0-Full-HD-1920x1080x/323138726587?hash=item4b3c91aabb:g:TvYAAOSwnK9ZQS5O
Lenovo X1 Carbon Gen 3 i7 2.4GHZ/8GB Ram/1TB SSD/Windows 10 Pro/*Warranty*,Refurbished,From United States,"13,695.13 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-8GB-Ram-1TB-SSD-Windows-10-Pro-Warranty/283683802316?hash=item420cdf4ccc:g:2ucAAOSwTUBd1sFe
Lenovo X1 Carbon Gen 3 i7 2.4GHZ/8GB Ram/320GB HDD/Windows 10 Pro/*Warranty*,Refurbished,From United States,"10,793.62 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-8GB-Ram-320GB-HDD-Windows-10-Pro-Warranty/283683788549?hash=item420cdf1705:g:2ucAAOSwTUBd1sFe
Lenovo Thinkpad x1 carbon 8GB 240 SSD  Full HD matte Panel  - Perfect order,Pre-Owned,From Greece,"15,761.01 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-x1-carbon-8GB-240-SSD-Full-HD-matte-Panel-Perfect-order/114118290180?hash=item1a91faeb04:g:E2MAAOSwvjNeIik9
"New! 14"" Lenovo X1 Carbon 7th Gen, 1.80GHz i7-10510, 16GB, 256GB, Lenovo Warrant",Brand New,From United States,"34,816.97 CZK",New,0,https://www.ebay.com/itm/New-14-Lenovo-X1-Carbon-7th-Gen-1-80GHz-i7-10510-16GB-256GB-Lenovo-Warrant/114076923693?epid=9035102904&hash=item1a8f83b72d:g:0-EAAOSwJBdeJi4t
Lenovo ThinkPad X1 Carbon 4th Gen Core i7 8GB 256GB SSD refurbished REF: LEN3785,Pre-Owned,From United Kingdom,"11,329.52 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Gen-Core-i7-8GB-256GB-SSD-refurbished-REF-LEN3785/164085526609?hash=item2634427051:g:hOUAAOSwEUdeOecA
Lenovo X1 Carbon 2Gen Core i5 4300U 2.5Ghz 4GB RAM 180 GB SSD 1600x900 Top,Pre-Owned,From Germany,"6,706.95 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-2Gen-Core-i5-4300U-2-5Ghz-4GB-RAM-180-GB-SSD-1600x900-Top/153539852717?hash=item23bfb039ad:g:81AAAOSwBPxcdsWd
Lenovo ThinkPad X1 Carbon 2nd Gen i7 4600U 2.1GHz 8GB 256GB SSD HD,Pre-Owned,From United States,"4,967.15 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-2nd-Gen-i7-4600U-2-1GHz-8GB-256GB-SSD-HD/303457348805?hash=item46a777acc5:m:ml0P5ENlbmk7MfFRjlFy42Q
Lenovo THINKPAD X1 Carbonio 3.Gen Core i5-5300U 4GB 256Gb SSD 1920x1080,Pre-Owned,From Germany,"9,215.19 CZK",0,0,https://www.ebay.com/itm/Lenovo-THINKPAD-X1-Carbonio-3-Gen-Core-i5-5300U-4GB-256Gb-SSD-1920x1080/153826961536?hash=item23d0cd2880:g:IdgAAOSwG~ta8Y3q
"Lenovo ThinkPad X1 Carbon (7th Gen) 14"" UHD 4K Laptop, i7-8565U 16GB 512GB, W10P",New (Other),From United Kingdom,"55,892.88 CZK",Len,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-7th-Gen-14-UHD-4K-Laptop-i7-8565U-16GB-512GB-W10P/283783992950?epid=23034424958&hash=item4212d81676:g:Zy0AAOSwv9peSCVw
"Lenovo ThinkPad X1 Carbon 14"" FHD Ultrabook i7-7500U 8GB 256GB W10Pro 20HR002BUK",New (Other),From United Kingdom,"30,182.64 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-14-FHD-Ultrabook-i7-7500U-8GB-256GB-W10Pro-20HR002BUK/264202921972?hash=item3d83b8a7f4:g:29wAAOSwk1hcatXh
"Lenovo ThinkPad X1 Carbon 4th Gen 14"" i7-6600U 2.6GHz 512GB SSD 8GB Win 10 Pro",Refurbished,From United States,"13,904.04 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Gen-14-i7-6600U-2-6GHz-512GB-SSD-8GB-Win-10-Pro/174128858942?hash=item288ae3873e:g:blYAAOSwdndd-Uzb
"Lenovo Thinkpad X1 Carbon 14"" i7-3667U 2.00GHz 8GB 256HDD Win 10  #1-18",Pre-Owned,From United States,"5,802.79 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-14-i7-3667U-2-00GHz-8GB-256HDD-Win-10-1-18/324073061981?hash=item4b74427e5d:g:dtQAAOSwqg9eRvR0
Lenovo X1 Carbon Gen 1 i5-3427u 1.8Ghz 4GB RAM 256GB SSD Win 10 Pro,Refurbished,From United States,"4,038.90 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-1-i5-3427u-1-8Ghz-4GB-RAM-256GB-SSD-Win-10-Pro/223840897718?_trkparms=ispr%3D1&hash=item341df50ab6:g:d1UAAOSwPwpeFe-O&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qUFVPmX76qthoBXBteCOPuu9UDdIXBjLy0wNwi8jPb9XHNjQnQrzB0IL%2FEkq7NLedghTbCjA3FSOy5QziO74byiBslwHp4mxvhSQ%2F%2Fga5flSfn8xRpXj6uOpehlurBKpzCKHgSMjSjrfBlJg4pnCJ%2BRk5VEbfKZBhZc17w%2BcveeL7ZYCBCaaWL7NjNNab4VE95CSpDkPqpU9U3GS%2F808Ac5o81tx9i37n37JwO9M9SuY4C7%2FVPlhqw1tdlXCM1kpxVSAiez%2BSvh8y1iJMGLb8lp99sRKKYhQ%2Fx4MVPyuEUg6JTb3I63yRNY7uFzbwSzYTGBtEe1RfYHBLST7x3k2%2BBsqRn0wxI63Z58dslPLoJRJP4sULTxJ1pyvUsqSjTHm%2FKmqrz7PtV1J2UxkoWspbs%2FajorvBeVieWKy%2FLWwCpcIWmBp0TMZ%2FTUVJq2E9KLzZ69i8RpOqOq9d5GRV4GjzeQ93KD%2FFER98iuKLXJaWSDJDtBU4fGMHCuVTCAtUY1eAZggywav9I%2Bs3zJFpWP6nfYmFgQjkXc7FV0oWApSYgqrw0uu9ykXSv8S7ejRlmxQ3W9J9lpHid0xICbYbFH63vzFH1xxjK8O%2BKAcweqGIqY7rfi%2BcoEmWw2lX1CVODR7WE74fLDv72vqI%2BQFuZd9yAtN193jRj00xAxoa3YlnFR%2FhGfxi0nACXN1dnrxKTk8jt2D5fr83e10jAPLB2gVPjGO9%2BMnYTJYDQrLr93o9iurQ%3D%3D&checksum=223840897718ee46255f198446a48c042b2372aef18f
"Lenovo ThinkPad X1 Carbon 7th Gen 20QD000BUS 14"" Ultrabook - 1920 x 1080 - Core ",Brand New,From United States,"42,802.40 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-7th-Gen-20QD000BUS-14-Ultrabook-1920-x-1080-Core/362904761143?_trkparms=ispr%3D1&hash=item547ecf3337:g:EAAAAOSwDy1eOkxU&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qWDV2L54KI3uyXDj1ysTk2LCo%2B1NtT7UeTNhu97XwYPoetY3argCEezmMP1ZmydC4qrH7lyrdU7LxW6njPj1SiL77HM%2B%2FUIivgCLLLaWn2QCkIoYRazs%2Fz3Qml8xHMGLFNEjt%2BIRTslbp%2BLU%2BQBQqmSCmMrx1btU25wG5lF%2BgarHr8s7jUNdZWFXfmWezfnNW1Cg0gjnvt8TL0GSDmROCBlZPnQndjGCJQGS7TMssN1lbwWZ08a1q0Jg0zB03TgYzrbzscwlezvXfx6o598gk4P0wXC7lEptJIbLkMHHQw6RR7%2FbXjDDsKw6bk%2B8e%2BzEhnEZBsENj1TVlJTvSGNlxgT6UVv0wfmNlo1oHQMVhr%2FNvbGWdrULHfrgvi0JlD4tP4OmwWwIJIOyWiRUIgTiiwI%2F%2BBqptkj16iwCXvbZmOBK4kD2XMjf25EcKljo86z059qQz3zl58kkfMphbbh4EajU4gU4N0mpR3idue2sqaGztUSFKxu%2B7ZuhD1ZQVEXc9LeVlEK3PqYvLm5VgnX38qkR1ZV0xi2tJVdJoFihcfkSDsqUQi65zY%2Fi%2FrfkTBzGMEmLcJHzswEnVVemnm9BpR5cvUOp8QYO5ZWtCFGKPeIbkWH0LtQUrNaxcaLAa6VfNC%2BXAl0kyhzwT44hAy2iPfuEAS37BWeSsK9EtuY7e8z7tONrv8z3wAET%2BqBwHdE5s8im1xzktmsxzs9CLTqZnrgkJetZqrMXtf%2FIIHgYzAmJg%3D%3D&checksum=362904761143ee46255f198446a48c042b2372aef18f
"Lenovo X1 Carbon 14"" Laptop, i7 2.1GHz, 8GB RAM, 256GB SSD, Windows 10, Ref 1628",Refurbished,From United Kingdom,"7,552.91 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-14-Laptop-i7-2-1GHz-8GB-RAM-256GB-SSD-Windows-10-Ref-1628/324049068927?hash=item4b72d4637f:g:QbYAAOSwLAReJwVd
"Lenovo X1 Carbon Laptop i7 2.6GHz 8GB 256GB SSD Windows 10 14""",Refurbished,From United States,"12,998.54 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Laptop-i7-2-6GHz-8GB-256GB-SSD-Windows-10-14/313005501862?hash=item48e094eda6:g:9rsAAOSwqMteT99h
Lenovo X1 Carbon 14 inch Laptop Intel i5 8GB RAM 128GB SSD,Refurbished,From United Kingdom,"10,543.98 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-14-inch-Laptop-Intel-i5-8GB-RAM-128GB-SSD/153846299601?hash=item23d1f43bd1:g:EAEAAOSwOJheVoY8
Lenovo THINKPAD Carbon X1 3.Gen Touch Core i7-5500U 8Gb 256Gb SSD 2560x1440 LTE,Pre-Owned,From Germany,"11,128.60 CZK",0,0,https://www.ebay.com/itm/Lenovo-THINKPAD-Carbon-X1-3-Gen-Touch-Core-i7-5500U-8Gb-256Gb-SSD-2560x1440-LTE/153781636738?hash=item23ce198e82:g:nycAAOSwqNJc2txr
"Lenovo ThinkPad X1 Carbon Laptop Core i7 3rd Gen 3.20Ghz 14"" Win 10 Pro Bundle",Pre-Owned,From United States,"10,677.33 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-Laptop-Core-i7-3rd-Gen-3-20Ghz-14-Win-10-Pro-Bundle/254521572043?hash=item3b42aafacb:g:luUAAOSwzp1eU0vd
"Lenovo Thinkpad X1 Carbon 14"" i7-3667U 2.00GHz 8GB 256HDD Win 10  #1-15",Pre-Owned,From United States,"5,222.72 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-14-i7-3667U-2-00GHz-8GB-256HDD-Win-10-1-15/324072975725?hash=item4b74412d6d:g:HywAAOSwKp1eRtnm
"Lenovo ThinkPad X1 Carbon G6 - 14"" FHD Touch, i5-8350U, 256GB nvme 8GB RAM is Win10",Refurbished,From Germany,"25,193.56 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-G6-14-FHD-TOUCH-i5-8350U-256GB-NVMe-8GB-Ram-Win10/331721087744?hash=item4d3c1e1b00:g:T~IAAOSwS5ReU-Ey
"Lenovo ThinkPad X1 Carbon 6th Gen 14"" Touch FHD  i7-8650u 16GB 256GB WTY 2021",Pre-Owned,From United States,"20,751.38 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-6th-Gen-14-Touch-FHD-i7-8650u-16GB-256GB-WTY-2021/293456603829?hash=item4453606ab5:i:293456603829
"Lenovo ThinkPad X1 Carbon 14"" 2nd Gen i5 4200U 1.60GHz 4GB 240GB SSD #7",Pre-Owned,From United States,"5,803.02 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-14-2nd-Gen-i5-4200U-1-60GHz-4GB-240GB-SSD-7/184040494753?hash=item2ad9ab16a1:g:VMIAAOSweKNd0eiD
"Lenovo ThinkPad X1 Carbon 4 14"" i7-6600U 2.6GHz - 8GB - 256GB SSD *SHIPS FAST*",Pre-Owned,From United States,"9,679.21 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4-14-i7-6600U-2-6GHz-8GB-256GB-SSD-SHIPS-FAST/303355954455?hash=item46a16c8517:m:mxu_PQ_A05Qv3Zkn8hsibMw
"Lenovo ThinkPad X1 Carbon 6th 14"" FHD LCD Intel i5-8250U 8GB 256GB WTY 2022",Pre-Owned,From United States,"16,573.20 CZK",Len,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-6th-14-FHD-LCD-Intel-i5-8250U-8GB-256GB-WTY-2022/293438526581?epid=13031087314&hash=item44524c9475:i:293438526581
"NEW Lenovo ThinkPad X1 Carbon 14"" i5-6200U 2.30GHz 8GB RAM 256GB SSD",Open Box,From United States,"14,205.57 CZK",NEW,0,https://www.ebay.com/itm/NEW-Lenovo-ThinkPad-X1-Carbon-14-i5-6200U-2-30GHz-8GB-RAM-256GB-SSD/303439285118?epid=26031753646&hash=item46a6640b7e:m:mP4wVOEKTkQv463XVTnDnng
Lenovo X1 Carbon 3Gen Core i5 5300U 2. 3 GHZ 8GB RAM 128 GB SSD 1920x1080,Pre-Owned,From Germany,"9,776.58 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-3Gen-Core-i5-5300U-2-3-GHZ-8GB-RAM-128-GB-SSD-1920x1080/401794531861?hash=item5d8cd20215:g:~8MAAOSwQslc1-EZ
2nd Gen Lenovo ThinkPad X1 Carbon Laptop | i7-4600U 8GB RAM 256GB SSD,Pre-Owned,From United States,"4,967.15 CZK",0,0,https://www.ebay.com/itm/2nd-Gen-Lenovo-ThinkPad-X1-Carbon-Laptop-i7-4600U-8GB-RAM-256GB-SSD/303425969375?hash=item46a598dcdf:m:mdLl2IaNZq3n4Q3ntQZnlGg
Lenovo THINKPAD Carbon X1 3.Gen Touch Core i7-5600U 8Gb 128Gb SSD 2560x1440 B,Pre-Owned,From Germany,"8,797.98 CZK",0,0,https://www.ebay.com/itm/Lenovo-THINKPAD-Carbon-X1-3-Gen-Touch-Core-i7-5600U-8Gb-128Gb-SSD-2560x1440-B/153815502447?hash=item23d01e4e6f:g:nycAAOSwqNJc2txr
"Lenovo ThinkPad X1 Carbon 7th Gen 14"" FHD Touch i7-10510U 16GB 512GB SSD ",Brand New,"From Korea, South","51,726.98 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-7th-Gen-14-FHD-Touch-i7-10510U-16GB-512GB-SSD/293371760600?hash=item444e51cfd8:g:RXkAAOSwW2hd-U8o
Lenovo ThinkPad X1 Carbon Laptop Intel Core i5-4300u 2.5GHz/8GB/180GB SSD Win 10,Refurbished,From United States,"4,294.00 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-Laptop-Intel-Core-i5-4300u-2-5GHz-8GB-180GB-SSD-Win-10/324076332816?hash=item4b74746710:g:6AcAAOSwtQxeSudZ
"Lenovo ThinkPad X1 Carbon 14"" 2nd Gen i5 4300U 1.90GHz 8GB 256GB SSD",Pre-Owned,From United States,"4,851.33 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-14-2nd-Gen-i5-4300U-1-90GHz-8GB-256GB-SSD/164022745216?hash=item2630847880:g:NcQAAOSwlyBeFWxM
Lenovo ThinkPad Carbon X1 Gen5 i7-7600U/16GB/256SSD Good Clean Condition Charger,Pre-Owned,From United States,"16,132.40 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-Carbon-X1-Gen5-i7-7600U-16GB-256SSD-Good-Clean-Condition-Charger/264625248653?hash=item3d9ce4d98d:g:mYkAAOSwWtZeMt9E
"Lenovo Thinkpad X1 Carbon Core i7-5600u 3.2GHz 8GB 256GB SSD 14"" FHD TOUCH",Pre-Owned,From United States,"8,634.66 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-Core-i7-5600u-3-2GHz-8GB-256GB-SSD-14-FHD-TOUCH/293416335688?hash=item4450f9f948:m:m6IptX01Q07lFmyfv6xYmFg
"NICE Lenovo Thinkpad X1 Carbon 14"" Laptop i7-8550U 16GB 256GB SSD Win10Pro",Pre-Owned,From United States,"20,890.18 CZK",5.0,0,https://www.ebay.com/itm/NICE-Lenovo-Thinkpad-X1-Carbon-14-Laptop-i7-8550U-16GB-256GB-SSD-Win10Pro/283761645508?epid=19019981324&hash=item42118317c4:g:Br8AAOSwxR1eMcTp
"Lenovo ThinkPad x1 Carbon gen.5 i5-6300u 2,40ghz 8gb 256gb SSD FHD 20k3 20k4 Ger",Refurbished,From Germany,"31,750.44 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-Gen-5-i5-6300U-2-40GHz-8GB-256GB-SSD-FHD-20K3-20K4-GER/263798185177?hash=item3d6b98dcd9:g:hT0AAOSwFuxZ08T0
Lenovo Thinkpad X1 Carbon / 3nd gen / i7-5600U 2.6Ghz / 8gb 256gb SSD w/ Adapter,Pre-Owned,From United States,"7,891.88 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-3nd-gen-i7-5600U-2-6Ghz-8gb-256gb-SSD-w-Adapter/362919343134?hash=item547fadb41e:g:33sAAOSwKAFeTGph
"Lenovo thinkpad x1 carbon 14"" core i5 ssd - 256 gb - 4 gb",Refurbished,From France,"8,448.29 CZK",0,0,https://www.ebay.com/itm/LENOVO-THINKPAD-X1-CARBON-14-Core-I5-SSD-256-GO-4-GO/254521888636?hash=item3b42afcf7c:g:SLIAAOSw2kleU8h7
Lenovo x1 carbon,Pre-Owned,From Italy,"12,609.39 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon/184180664088?hash=item2ae205e718:g:zOkAAOSw~tJeUDDL
Lenovo ThinkPad X1 Carbon 3rd Gen ultrabook 256GB SSD i7-5600U Full HD B Grade,Refurbished,From United Kingdom,"12,054.93 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-3rd-Gen-ultrabook-256GB-SSD-i7-5600U-Full-HD-B-Grade/232461588127?hash=item361fca569f:m:m1M8Z9xxzrG-B9vJMEqAUkQ
Lenovo ThinkPad X1 Carbon 4th Gen i7-6500U 8GB DDR 256GB SSD FHD IPS Screen KG5,Pre-Owned,From United Kingdom,"15,710.68 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Gen-i7-6500U-8GB-DDR-256GB-SSD-FHD-IPS-Screen-KG5/274285656459?hash=item3fdcb2f98b:g:r1cAAOSwRg9eSGYo
Lenovo Thinkpad X1 Carbon 2nd Gen 8GB RAM 256GB SSD Windows 10,Pre-Owned,From United States,"6,383.32 CZK",4.5,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-2nd-Gen-8GB-RAM-256GB-SSD-Windows-10/174191570726?epid=20031092292&hash=item288ea06f26:g:sIYAAOSwP45eRv-H
Lenovo ThinkPad X1 Carbon Intel Core i7-8565U 8GB RAM is 256GB SSD Win10-NEW,Brand New,From Germany,"31,498.25 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-Intel-Core-i7-8565U-8GB-RAM-256GB-SSD-Win10-NEU/402031166675?hash=item5d9aecc4d3:g:45cAAOSwlPFeFxIu
Lenovo X1 Carbon 3 i7-5600U 8GB 256GB m.2 laptop touchscreen 2560x1440 blemish ,Pre-Owned,From United States,"9,284.60 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-3-i7-5600U-8GB-256GB-m-2-laptop-touchscreen-2560x1440-blemish/254450817710?hash=item3b3e735aae:g:eHUAAOSwzLZdJ6Bo
"Lenovo THINKPAD X1 Carbon i7-5600U (5th gen), 2.60GHZ, 8GB, 512gb m2.ssd Win 10 ",Pre-Owned,From United Kingdom,"14,169.83 CZK",0,0,https://www.ebay.com/itm/Lenovo-THINKPAD-X1-Carbon-i7-5600U-5th-gen-2-60GHZ-8GB-512gb-m2-ssd-Win-10/293471593248?hash=item4454452320:g:zMwAAOSw-w9d0~Vg
Refurb ThinkPad X1 Carbon V2 Core i7-4600U 2.10GHz 240 GB SSD W10 Pro Ultrabook,Pre-Owned,From United Kingdom,"18,097.50 CZK",0,0,https://www.ebay.com/itm/Refurb-ThinkPad-X1-Carbon-V2-Core-i7-4600U-2-10GHz-240-GB-SSD-W10-Pro-Ultrabook/371618226994?hash=item56862c2332:g:I60AAOSw1DtXK0Dd
"Lenovo ThinkPad X1 Carbon 14"" 2nd Gen i5 4200U 1.60GHz 4GB 240GB SSD #9",Pre-Owned,From United States,"5,570.90 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-14-2nd-Gen-i5-4200U-1-60GHz-4GB-240GB-SSD-9/184070043275?hash=item2adb6df68b:g:qUYAAOSwDCBd5~AG
Thinkpad X1 Carbon 6th Gen i7-8650U 16GB 512GB NVMe SSD WQHD WRNTY ,Pre-Owned,From United States,"25,533.07 CZK",0,0,https://www.ebay.com/itm/Thinkpad-X1-Carbon-6th-Gen-i7-8650U-16GB-512GB-NVMe-SSD-WQHD-WRNTY/303181633692?hash=item469708989c:g:yT4AAOSw8n5c-e4i
Lenovo ThinkPad X1 Carbon 6th i7 8650U WQHD 2560x1440 IPS 16GB 512GB SSD LTE Win,New (Other),From Germany,"45,391.27 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-6th-i7-8650U-WQHD-2560x1440-IPS-16GB-512GB-SSD-LTE-Win/333397838785?hash=item4da00f4bc1:g:IC4AAOSwhY1dzZNJ
"Lenovo ThinkPad x1 Carbon gen.5 i7-7500u 3,50ghz 8gb 256gb SSD FHD 20hr",Brand New,From Germany,"41,585.76 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-Gen-5-i7-7500U-3-50GHz-8GB-256GB-SSD-FHD-20HR/253189297442?hash=item3af3421522:g:hT0AAOSwFuxZ08T0
Lenovo Thinkpad X1 Carbon Laptop i7 CPU SSD Hard Drive Windows 10 Bag Only 3lbs!,Refurbished,From United States,"5,337.62 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-Laptop-i7-CPU-SSD-Hard-Drive-Windows-10-Bag-Only-3lbs/133232896783?hash=item1f054cab0f:g:MsYAAOSwxs9dKRcP
Refurb ThinkPad X1 Carbon i7-3667U 2.00GHz 8GB 240GB SSD W10 Pro Ultrabook,Refurbished,From United Kingdom,"30,182.64 CZK",4.5,0,https://www.ebay.com/itm/Refurb-ThinkPad-X1-Carbon-i7-3667U-2-00GHz-8GB-240GB-SSD-W10-Pro-Ultrabook/321924334704?epid=1567645296&hash=item4af42f8470:g:Uo8AAOSwx~JWFVKf
Lenovo ThinkPad X1 Carbon GEN2 i7-4600U 2.1GHz 256GB SSD 8GB Touch Screen Win 10,Refurbished,From United States,"5,686.96 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-GEN2-i7-4600U-2-1GHz-256GB-SSD-8GB-Touch-Screen-Win-10/264636131702?hash=item3d9d8ae976:g:Gt8AAOSw9-JeSKLU
"Lenovo ThinkPad X1 Carbon 7th Gen 14"" WQHD i7-8665U 16GB 1TB SSD Webcam FPR Wrty",Refurbished,From United States,"37,580.37 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-7th-Gen-14-WQHD-i7-8665U-16GB-1TB-SSD-Webcam-FPR-Wrty/303445526614?hash=item46a6c34856:g:ew4AAOSwFcxdVqxD
"Lenovo ThinkPad X1 Carbon 4 14"" i7-6600U 2.6GHz - 8GB - 256GB SSD FAST SHIPPER",Pre-Owned,From United States,"9,679.21 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4-14-i7-6600U-2-6GHz-8GB-256GB-SSD-FAST-SHIPPER/303439284486?hash=item46a6640906:m:mtKq1uP4tnojFa8a2gwueLg
"Lenovo ThinkPad X1 Carbon 14"" WQHD Laptop i7-7600U 16GB 1TB NVMe SSD Win10 Pro",Brand New,From United States,"41,781.53 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-14-WQHD-Laptop-i7-7600U-16GB-1TB-NVMe-SSD-Win10-Pro/332547612186?hash=item4d6d61de1a:g:UiUAAOSwMfhae118
Lenovo X1 Carbon Intel I7- 4600U 2.69GHz 8GB 256GB SSD Win 10 Pro Laptop charger,Pre-Owned,From United States,"6,963.39 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Intel-I7-4600U-2-69GHz-8GB-256GB-SSD-Win-10-Pro-Laptop-charger/254509972742?hash=item3b41f9fd06:g:fywAAOSwnw5eRdV0
"Lenovo ThinkPad X1 Carbon 6th Gen 14""  i7-8650U 16GB 512GB WQHD WTY 2021",Pre-Owned,From United States,"25,533.07 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-6th-Gen-14-i7-8650U-16GB-512GB-WQHD-WTY-2021/293342039114?hash=item444c8c4c4a:m:mGCUhfFRCFTCp3zl4H6q70w
