,Name,Status,Location,Price,Stars,Ratings,Link
1077,LENOVO THINKPAD X1 CARBON 3RD GEN 1.6GHz 8GB 128GB 5yr Warranty ,Pre-Owned,From United States,11606.04,0,0,https://www.ebay.com/itm/LENOVO-THINKPAD-X1-CARBON-3RD-GEN-1-6GHz-8GB-128GB-5yr-Warranty-Fingerprint/264445961254?_trkparms=ispr%3D1&hash=item3d92352426:g:dvoAAOSwSkhdZt7J&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qX2P%2FVc2DPnTbVKoIZ8X2aUvx%2BmBX7%2BgOygN1FYyVrKe5r98CnX04NphCWp1sxQB1maYrgVLj7ZiyVUexKBbA%2BJoKKxiM63zPeC3QLj66sscUsiuHfR%2FAFyZk5AIpTQ66v4BJ9odoYwEQTnXRjlQpU%2BXZRQryxP5XhsOmyBTm%2FziPFqGFD%2BaKIdz50J%2B3jGLuEjD0ltHaTiZ3DXK7pKlHdgCqa63vGMuXfYLNJjmVqxOzUGkkgHj%2FIDYka7c2hPmd5auFPguK2g3exv4AkUV7ije7PWkYDwsyeCdKSU6Y5FcdRl9j47Hrz%2FdaPCJNb7I2sZzHScIQFi2wEdeFt3UePO8EepNt6SXKLsRvrXXNyEDp8jM3WcxL%2Bgd1A1LToKBWPS7X3sMwKO1ayfXxJOMEtX08BIHcM6Ll1X8gthm8aiU7bu9VfMso6I2C2cSnOFLJANemT9BLHErE3zlkWwgudl5umITEHy0exSmteoKAfYPg5zPt%2F%2BkFgPnE4Cxi%2FqmQh8f8HXrR%2BbFrxrKh%2BE2clTXQjaVxuTqnU%2FjOQHSJjt6OOraNYaMmwK7I20qQYTno%2FFEw19m4GliPkxuv9EYnDok%2F8OMeESMiqNzbBvpuwjkd0Ss4WfJvs7XYcNdJi28vz%2F0XYUb8Z%2BKK9Fo%2F%2FPCyNv7csiZOQypHquUkQTgzOrvGjmbn4TCGkl9XNtIoMpdo0UFYV5gXvCRMWmSN7vZjwgry6nNbkFJO3cNfAj9nVFKA%3D%3D&checksum=2644459612541ff8106e309a44b086f935462c512375
562, X1 Carbon i7 8Gb Ram 240GB   Grade B,Pre-Owned,From United States,11605.81,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-i7-8Gb-Ram-240GB-SSD-Windows-10-Pro-Grade-B/352639411963?hash=item521af266fb:g:ePoAAOSwi5xcNhXF
152, X1 Carbon 3.Gen  i7 Touch 8Gb 256Gb  2560x1440 W10 Cam Fp 4G/LTE,Pre-Owned,From Germany,11516.84,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-3-Gen-Core-i7-Touch-8Gb-256Gb-SSD-2560x1440-W10-Cam-Fp-4G-LTE/153425466679?hash=item23b8ded537:g:w8oAAOSw3EReP~d6
207, X1 Carbon Gen 3 i7 2.4GHZ/8GB Ram/240GB // Warranty ,Refurbished,From United States,11489.98,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-8GB-Ram-240GB-SSD-Windows-10-Pro-Warranty/283684942894?hash=item420cf0b42e:g:2ucAAOSwTUBd1sFe
708, X1 Carbon Gen 3 i7 2.4GHZ/8GB Ram/180GB // Warranty ,Refurbished,From United States,11350.71,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-8GB-Ram-180GB-SSD-Windows-10-Pro-Warranty/283684944632?hash=item420cf0baf8:g:2ucAAOSwTUBd1sFe
407,  X1 Carbon 4th Gen  i7 8GB 256GB  REF: LEN3795,Pre-Owned,From United Kingdom,11329.52,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Gen-Core-i7-8GB-256GB-SSD-REF-LEN3795/164086346024?hash=item26344ef128:g:14IAAOSwLIVeOeWJ
184,  X1 Carbon 4th Gen  i7 8GB 256GB  REF: LEN3790,Pre-Owned,From United Kingdom,11329.52,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Gen-Core-i7-8GB-256GB-SSD-REF-LEN3790/164086333750?hash=item26344ec136:g:U7oAAOSwHEleOfCQ
337,  X1 Carbon 4th Gen  i7 8GB 256GB REF: LEN3787,Pre-Owned,From United Kingdom,11329.52,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Gen-Core-i7-8GB-256GB-SSDREF-LEN3787/164086335736?hash=item26344ec8f8:g:1MQAAOSwRsJeQA7k
608,  X1 Carbon 4th Gen  i7 8GB 256GB  REF: LEN3793,Pre-Owned,From United Kingdom,11329.52,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Gen-Core-i7-8GB-256GB-SSD-REF-LEN3793/164086340607?hash=item26344edbff:g:14IAAOSwLIVeOeWJ
411,  X1 Carbon 4th Gen  i7 8GB 256GB REF: LEN3792,Pre-Owned,From United Kingdom,11329.52,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Gen-Core-i7-8GB-256GB-SSDREF-LEN3792/164086340372?hash=item26344edb14:g:1MQAAOSwRsJeQA7k
240,  X1 Carbon 4th Gen  i7 8GB 256GB  refurbished REF: LEN3785,Pre-Owned,From United Kingdom,11329.52,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Gen-Core-i7-8GB-256GB-SSD-refurbished-REF-LEN3785/164085526609?hash=item2634427051:g:hOUAAOSwEUdeOecA
513,  X1 Carbon 4th Gen  i7 8GB 256GB  REF: LEN3794,Pre-Owned,From United Kingdom,11329.52,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Gen-Core-i7-8GB-256GB-SSD-REF-LEN3794/164086341459?hash=item26344edf53:g:14IAAOSwLIVeOeWJ
314,  X1 Carbon 4th Gen  i7 8GB 256GB  REF: LEN3791,Pre-Owned,From United Kingdom,11329.52,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Gen-Core-i7-8GB-256GB-SSD-REF-LEN3791/164085502792?hash=item2634421348:g:14IAAOSwLIVeOeWJ
1278, X1 Carbon Gen 3 i7 2.4GHZ/8GB Ram/750GB HDD// Warranty ,Refurbished,From United States,11304.29,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-8GB-Ram-750GB-HDD-Windows-10-Pro-Warranty/283683787160?hash=item420cdf1198:g:2ucAAOSwTUBd1sFe
1109, X1 Carbon Gen 3 i7 2.4GHZ/8GB Ram/750GB HDD// Warranty ,Refurbished,From United States,11304.29,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-8GB-Ram-750GB-HDD-Windows-10-Pro-Warranty/283683787160?hash=item420cdf1198:g:2ucAAOSwTUBd1sFe
75, X1 Carbon 3.Gen  i7 Touch 8Gb 256Gb  2560x1440 W10 Cam FP 4G/LTE,Pre-Owned,From Germany,11216.55,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-3-Gen-Core-i7-TOUCH-8Gb-256Gb-SSD-2560x1440-W10-Cam-FP-4G-LTE/163608923273?hash=item2617da0c89:g:w8oAAOSw3EReP~d6
678,  4th gen x1 Carbon  i7 2.60 Ghz 8GB 256GB  IPS,Refurbished,From United States,11200.06,0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-4th-gen-x1-Carbon-Core-i7-2-60-Ghz-8GB-256GB-Windows-10-Pro-IPS/392525663578?hash=item5b645a4d5a:g:iswAAOSwOb9dxeE3
316, X1 Carbon Gen 3 i7 2.4GHZ/8GB Ram/500GB HDD// Warranty ,Refurbished,From United States,11188.23,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-8GB-Ram-500GB-HDD-Windows-10-Pro-Warranty/283683787695?hash=item420cdf13af:g:2ucAAOSwTUBd1sFe
600, X1 Carbon Gen 3 i7 2.4GHZ/8GB Ram/128GB // Warranty ,Refurbished,From United States,11188.23,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-8GB-Ram-128GB-SSD-Windows-10-Pro-Warranty/283684945691?hash=item420cf0bf1b:g:2ucAAOSwTUBd1sFe
1000, X1 Carbon Gen 3 i7 2.4GHZ/4GB Ram/1TB HDD// Warranty ,Refurbished,From United States,11048.95,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-4GB-Ram-1TB-HDD-Windows-10-Pro-Warranty/283683782638?hash=item420cdeffee:g:2ucAAOSwTUBd1sFe
408, X1 Carbon Gen 3 i7 2.4GHZ/4GB Ram/256GB // Warranty ,Refurbished,From United States,11048.95,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-4GB-Ram-256GB-SSD-Windows-10-Pro-Warranty/283683776855?hash=item420cdee957:g:2ucAAOSwTUBd1sFe
1215, X1 Carbon Gen 3 i7 2.4GHZ/4GB Ram/240GB // Warranty ,Refurbished,From United States,10909.68,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-4GB-Ram-240GB-SSD-Windows-10-Pro-Warranty/283683776209?hash=item420cdee6d1:g:2ucAAOSwTUBd1sFe
1384, X1 Carbon Gen 3 i7 2.4GHZ/4GB Ram/240GB // Warranty ,Refurbished,From United States,10909.68,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-4GB-Ram-240GB-SSD-Windows-10-Pro-Warranty/283683776209?hash=item420cdee6d1:g:2ucAAOSwTUBd1sFe
801, X1 Carbon Gen 3 i7 2.4GHZ/4GB Ram/180GB // Warranty ,Refurbished,From United States,10793.62,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-4GB-Ram-180GB-SSD-Windows-10-Pro-Warranty/283683775036?hash=item420cdee23c:g:2ucAAOSwTUBd1sFe
237, X1 Carbon Gen 3 i7 2.4GHZ/8GB Ram/320GB HDD// Warranty ,Refurbished,From United States,10793.62,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-8GB-Ram-320GB-HDD-Windows-10-Pro-Warranty/283683788549?hash=item420cdf1705:g:2ucAAOSwTUBd1sFe
1200, X1 Carbon Gen 3 i7 2.4GHZ/4GB Ram/750GB HDD// Warranty ,Refurbished,From United States,10747.2,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-4GB-Ram-750GB-HDD-Windows-10-Pro-Warranty/283683781342?hash=item420cdefade:g:2ucAAOSwTUBd1sFe
1369, X1 Carbon Gen 3 i7 2.4GHZ/4GB Ram/750GB HDD// Warranty ,Refurbished,From United States,10747.2,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-4GB-Ram-750GB-HDD-Windows-10-Pro-Warranty/283683781342?hash=item420cdefade:g:2ucAAOSwTUBd1sFe
902, X1 Carbon Gen 3 i7 2.4GHZ/4GB Ram/500GB HDD// Warranty ,Refurbished,From United States,10631.14,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-4GB-Ram-500GB-HDD-Windows-10-Pro-Warranty/283683780584?hash=item420cdef7e8:g:2ucAAOSwTUBd1sFe
511, X1 Carbon Gen 3 i7 2.4GHZ/4GB Ram/128GB // Warranty ,Refurbished,From United States,10607.92,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-4GB-Ram-128GB-SSD-Windows-10-Pro-Warranty/283683770579?hash=item420cded0d3:g:2ucAAOSwTUBd1sFe
929,  X1 Carbon Gen 3 14     i5 8 GB RAM 128 GB ,Refurbished,From United Kingdom,10574.2,0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-Gen-3-14-inch-Laptop-Intel-Core-i5-8-GB-RAM-128-GB-SSD/184179052084?hash=item2ae1ed4e34:g:1E8AAOSwLJdeTr2d
252, X1 Carbon 14    i5 8GB RAM 128GB ,Refurbished,From United Kingdom,10543.98,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-14-inch-Laptop-Intel-i5-8GB-RAM-128GB-SSD/153846299601?hash=item23d1f43bd1:g:EAEAAOSwOJheVoY8
452, X1 Carbon Gen 3 i7 2.4GHZ/4GB Ram/320GB HDD// Warranty ,Refurbished,From United States,10259.74,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Gen-3-i7-2-4GHZ-4GB-Ram-320GB-HDD-Windows-10-Pro-Warranty/283683779682?hash=item420cdef462:g:2ucAAOSwTUBd1sFe
469,  4th gen x1 Carbon  i5 2.4Ghz 8GB 256GB  FHD,Refurbished,From United States,9667.84,0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-4th-gen-x1-Carbon-intel-i5-2-4Ghz-8GB-256GB-Windows-10-Pro-FHD/392688066988?hash=item5b6e0861ac:g:68gAAOSwu1FeH2vt
852,"Grade A-  T450s  IPS,  i5, 8 GB 240 GB  WWAN FP ",Pre-Owned,From Germany,9582.88,0,0,https://www.ebay.com/itm/Ware-A-Lenovo-ThinkPad-T450s-14-IPS-Core-i5-8-GB-240-GB-SSD-WWAN-FP-Backlit/312840211440?_trkparms=ispr%3D1&hash=item48d6bacbf0:g:jsgAAOSwi5VeRQ4o&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qWFim%2BDTuGkLklhbtQA3OKdGrCCo%2FJacSIm7VKkLmJGhzxKmHiTHcOiuD9lVtQTKQsNDxcEmUxRfUzaC5BBWC30lg4xD0La2vqtbPL08cZyEGpZs%2FqIxvasfVKKIf1Jgle7%2Bb%2F16p8BzJFjgEpyDA%2F6NYAkUaHzSlTfYEAIdQZAYyUX%2FzJpy%2FaGrKG5sYv584a2H8w%2Fe36Fr8UEsMiL%2F1RiunFnEiti%2F7zbfWz27EXEdjwjhlMbfYi%2F%2FGalsx2InI4GiFVRULWkKwuMQwoY%2FabKTh2GHv5XaQkFJWCAGLlPKlfDiV5LfnyNmz%2Ba03Mi2b1iLsnia1tuRMn0cEOTyVPIh0BUm8sYOYOcGnHPYYipWP8NkDkE%2BDs8DcI%2FTYkKFps7E5LvS0VaIO51h0KQjZZDijKIS2FK1GDPr%2FDr1hNw4CB2heI87B5kM4lt0iWelGmLV1qH3Vve207A%2BEzH8JyjbDWFNHbVpHAKWsteKr3%2FGDAN1UpNH1hxBhmv7CZoArUD4B1mTwzRt4BIE8hNPrEeDz0PutN%2FEiGsjPdLiofsW4umhMsLbIpM3kXaiwSsCnE5cdORLDdc9x%2BkV%2FX02ScxypsXj3mvl16RfdmnvxrGPrK%2BS3zwOet8IV8IyD8DDaArmVzDh3MwWhVsH35IZqbLCSFXXPHnUkwVAIsdDVHcgylQe1jkWiffWFzf6IUt81XVsjPw6gGktiqMZTdDWf41QdUoHjoZDj0uVekWtElgeA%3D%3D&checksum=31284021144010845e97e452410fa8832031afc6a993
1038," -   X1 Carbon I7, 8gb, 256ssd",Pre-Owned,From United States,9400.9,0,0,https://www.ebay.com/itm/Laptop-Lenovo-Thinkpad-X1-Carbon-I7-8gb-256ssd/312991419439?hash=item48dfbe0c2f:g:IAQAAOSwec9eQ~dS
65,LENOVO X1 CARBON 4TH GEN INTEL i7 2.6GHz 8GB RAM 256GB   WIN 10 PRO,Pre-Owned,From United States,9284.6,0,0,https://www.ebay.com/itm/LENOVO-X1-CARBON-4TH-GEN-INTEL-i7-2-6GHz-8GB-RAM-256GB-SSD-14-WIN-10-PRO/324083364351?hash=item4b74dfb1ff:g:iYIAAOSwru1ePwqC
5,  X1 Carbon 5th Gen  i7 7600U 3.9GHz 16GB 1TB   Win 10 Pro ,Pre-Owned,From United States,9168.78,Tim,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-5th-Gen-Core-i7-7600U-3-9GHz-16GB-1TB-SSD-Win-10-Pro/143541503665?hash=item216bbd86b1:g:yUUAAOSwAa1eVc-8
971, X1 Carbon 4th Generation,Pre-Owned,From United Kingdom,9063.86,0,0,https://www.ebay.com/itm/Thinkpad-X1-Carbon-4th-Generation/274271421823?hash=item3fdbd9c57f:g:NssAAOSwrhFeSSA9
1063,Special offer  X1 Carbon 2 GEN  i7 8GB 240GB  HD + 2 Years Warranty,Refurbished,From Germany,9053.54,0,0,https://www.ebay.com/itm/Sonderaktion-Lenovo-X1-Carbon-2-Gen-Core-i7-8GB-240GB-SSD-HD-2-Jahre-Garantie/392411830922?_trkparms=ispr%3D1&hash=item5b5d915a8a:g:Jr8AAOSw36tdW8kB&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXwfNV%2BnxArVgUyz7hKDKcZ14bwFzfWF%2FzqvGiZ%2BDYJXULNNQsS4q9883%2FpuITKYNcQaX%2BxUaME1Jn5CBD09oMMKcFRHjWJpFVFtfKAc1ia55Re7IogfkTJJrM7JqSpRmYcmMGZNxIiAfXKb7M%2BgYamIpxTWJQ1x8jl%2BuaTFLKZW7id1k8o6xXcKWUgrGLhDdvuxSatYtvNRFJjR%2F8KQr8qYB5EMr7ciaJl%2FzRlaCHJD6fqW1gJyCRDq%2FZiQW24ZKQjMgpHDMIxkVQQliauCtwSY848ufns%2BUz3MXlKVqvGGeJOUOzW3ah%2ByqRByn3UVjCci%2BhjTkTR83PIikX8nvxolNPeQqmxtMNHuDIeDapnaP8702GkCIdmEpyAGpgoqCcu6LmhyNZYMfM%2Bqe3hOIR2J1W0epQ2gIGgFjCMZsgIszol4QjTv20gV3gs2sC%2BkbauqIgIsiaRnFMftFG7iSBJSSDrZKRCE1QwmjSc3v%2FQ5%2B4tPadeTNqmZfGhclAJTmjsGfkNHTzyIE0aIWGixjUGvT8GfJUW66Iy94vO8JubvzZtTfYgbiF44kci0cnXSeJ9kdcc7dFyDMOnUb7q28ynrfpi1t2QVQfsQpn5xolRS8rP%2ByxBlb4bUBx4tCrgE0EXy9mSOQnvr8iSukMQ4wzdZRFhcI%2B92EX8FdW2mKiLrX32kkYtxk14ckAoZOZpssF0D7ETDCEMkd3fRoBQaNYup5wMK1VNkAe4CIpAhuQg9A%3D%3D&checksum=3924118309221ff8106e309a44b086f935462c512375
1232,Special offer  X1 Carbon 2 GEN  i7 8GB 240GB  HD + 2 Years Warranty,Refurbished,From Germany,9053.54,0,0,https://www.ebay.com/itm/Sonderaktion-Lenovo-X1-Carbon-2-Gen-Core-i7-8GB-240GB-SSD-HD-2-Jahre-Garantie/392411830922?_trkparms=ispr%3D1&hash=item5b5d915a8a:g:Jr8AAOSw36tdW8kB&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXwfNV%2BnxArVgUyz7hKDKcZ14bwFzfWF%2FzqvGiZ%2BDYJXULNNQsS4q9883%2FpuITKYNcQaX%2BxUaME1Jn5CBD09oMMKcFRHjWJpFVFtfKAc1ia55Re7IogfkTJJrM7JqSpRmYcmMGZNxIiAfXKb7M%2BgYamIpxTWJQ1x8jl%2BuaTFLKZW7id1k8o6xXcKWUgrGLhDdvuxSatYtvNRFJjR%2F8KQr8qYB5EMr7ciaJl%2FzRlaCHJD6fqW1gJyCRDq%2FZiQW24ZKQjMgpHDMIxkVQQliauCtwSY848ufns%2BUz3MXlKVqvGGW%2BC5xUESHhiHbnVV78Es6VrnmTz9KatbAP%2FO2f2mH8EP87S%2BBeHPM1YGCAgOhaC8Yjtko7YZexrN62F1QQKZmIvy%2FE3uUgIXwaV79pKfQJrOj1e%2FMzFe8v8bfV3MpXTdTU5%2FoSU63qLjWPbhrBBHYfB%2FLbuZ3Ys3KgmQpmmSkFD0HVQPmJu0H7HDFi2tVoz8W1R2vSoIBw4MdNHfppmrIcKpFFxw9GtxgfDNzzMv4ayey5aJh80wIqINW3AFh6rbiZRrqEVbphbvn6IItb3uLy8luAtq3FCe4YEggwGDdBmxJSC5GCWsldvvOjUJTjI2%2BWpcr%2B9aycTsCvyivjcUEB89FAKpglYRmK4Pmym%2BF4PKZhAdTm5Zxhc3JhUUaHSiaIZSf8NWIWJrR9QBdUvSWQF3ewlWv524s0YDYIXv6E%2FeUUa%2FY9t9ZGw3MI6qErKkw%3D%3D&checksum=392411830922f873be751735421d9d3eff5c66e80d14
112,LENOVO X1 CARBON 4TH GEN INTEL i7 2.6GHz 8GB RAM 256GB   WINDOWS 10 PRO,Pre-Owned,From United States,9052.48,0,0,https://www.ebay.com/itm/LENOVO-X1-CARBON-4TH-GEN-INTEL-i7-2-6GHz-8GB-RAM-256GB-SSD-14-WINDOWS-10-PRO/333526668243?hash=item4da7bd13d3:g:~70AAOSwo-5eQZiu
505,  4th gen x1 Carbon  i5 2.40Ghz 8GB 256GB  FHD,Refurbished,From United States,8916.92,0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-4th-gen-x1-Carbon-intel-i5-2-40Ghz-8GB-256GB-Windows-10-Pro-FHD/274205939999?hash=item3fd7f2991f:g:2iUAAOSwvvJeH2uR
318,  4th gen x1 Carbon  i5 2.30Ghz 8GB 256GB  FHD,Refurbished,From United States,8901.37,0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-4th-gen-x1-Carbon-intel-i5-2-30Ghz-8GB-256GB-Windows-10-Pro-FHD/274232828559?hash=item3fd98ce28f:g:9zEAAOSwMY9eL0fe
572,  4th gen x1 Carbon  i5 2.40Ghz 8GB 256GB  X64,Refurbished,From United States,8889.77,0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-4th-gen-x1-Carbon-intel-i5-2-40Ghz-8GB-256GB-Windows-10-Pro-X64/372934402052?hash=item56d49f6004:g:msEAAOSwROleMfGm
515,  4th gen x1 Carbon  i5 2.40Ghz 8GB 180GB  X64,Refurbished,From United States,8870.04,Len,0,https://www.ebay.com/itm/Lenovo-Thinkpad-4th-gen-x1-Carbon-intel-i5-2-40Ghz-8GB-180GB-Windows-10-Pro-X64/372934403318?epid=23030269362&hash=item56d49f64f6:g:~RYAAOSwwUJeMfIO
390,"   x1 carbon l440 - 13.3"" - core i5",Pre-Owned,From France,8801.35,0,0,https://www.ebay.com/itm/Ordinateur-portable-Lenovo-ThinkPad-X1-Carbon-L440-13-3-Core-I5/184173267339?hash=item2ae195098b:g:H1EAAOSwNMZeSWPs
325,  4th gen x1 Carbon  i5 2.4Ghz 8GB 256GB  Camera,Refurbished,From United States,8595.67,0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-4th-gen-x1-Carbon-Core-i5-2-4Ghz-8GB-256GB-Windows-10-Pro-Camera/392665244355?hash=item5b6cac22c3:g:5w8AAOSwRD5eNJnK
273,  x1 carbon  core i5 ssd - 256 gb - 4 gb,Refurbished,From France,8448.29,0,0,https://www.ebay.com/itm/LENOVO-THINKPAD-X1-CARBON-14-Core-I5-SSD-256-GO-4-GO/254521888636?hash=item3b42afcf7c:g:SLIAAOSw2kleU8h7
302, x1  PC Carbon g1   CPU i5 RAM 8gb  256gb Grade A!!!,Refurbished,From Italy,8319.67,0,0,https://www.ebay.com/itm/PC-NOTEBOOK-LENOVO-X1-CARBON-G1-ULTRABOOK-14-CPU-I5-RAM-8GB-SSD-256GB-GRADO-A/153833934299?hash=item23d1378ddb:g:LH0AAOSwmWxeSBpN
191, X1 Carbon  i5 1.8GHz 8GB 256GB   ,Refurbished,From United States,7891.88,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Laptop-i5-1-8GHz-8GB-256GB-SSD-Windows-10-14/312970918479?hash=item48de853a4f:g:GjIAAOSwfcNeL2Ty
13,  X1 Carbon 7.Gen 14    i7 7. Gen 256GB ,Pre-Owned,From Germany,7590.85,Tim,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-7-Gen-14-Zoll-Intel-Core-i7-7-Gen-256GB-SSD/283794563327?hash=item42137960ff:g:twkAAOSwDIJeVC4Y
250," X1 Carbon  , i7 2.1GHz, 8GB RAM, 256GB , , Ref 1628",Refurbished,From United Kingdom,7552.91,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-14-Laptop-i7-2-1GHz-8GB-RAM-256GB-SSD-Windows-10-Ref-1628/324049068927?hash=item4b72d4637f:g:QbYAAOSwLAReJwVd
185," X1 Carbon  , i7 2.1GHz, 8GB RAM, 256GB , , Ref 1628",Refurbished,From United Kingdom,7552.91,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-14-Laptop-i7-2-1GHz-8GB-RAM-256GB-SSD-Windows-10-Ref-1628/324049068927?hash=item4b72d4637f:g:QbYAAOSwLAReJwVd
343," X1 Carbon i7, 2GHZ, 8GB Ram, 180Gb , Camera, , 3460-1F4",Pre-Owned,From United Kingdom,7552.91,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-i7-2GHZ-8GB-Ram-180Gb-SSD-Camera-Fingerprint-3460-1F4/143526641511?hash=item216adabf67:g:~wMAAOSwGj9ePYda
1061,  X1 Carbon i7 2Ghz 8Gb 120Gb   3460-1F4 B,Pre-Owned,From Germany,7540.41,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-2Ghz-8Gb-120Gb-SSD-Win10-3460-1F4-B/303437098935?_trkparms=ispr%3D1&hash=item46a642afb7:g:EV4AAOSwFpVbXxnw&enc=AQAEAAACUBPxNw%2BVj6nta7CKEs3N0qUshjJ3zme9b%2FPGswGijZ%2BNIst0zaV%2B41ajlh2K0HbX8LREPoppGgVPeERCbAWvlgMIMIh9pj%2Fy%2BnoxwqaladOc7WnSUO32rC0OlJxRlU%2FY5sNTKIMzZVc9q1QcJ%2F8lRvbdqcamtDXra2KiGEGEkV4ovPiGLGzM7IRTZXKCSIW8tHRpSAvS1x3jCU%2BM65s3kLzr7Ssp3kokoVHbiHECrE6uN0UeKcE7LDile9PFb3csfCmE%2BtvP9gzTMRgLMcHBxb6poubCHORRWCca8sEGhy4Yte1ysiLxN1doRZJMGGmRDR2%2Fgfb9XGgZgnxLbz72IKk%2FMACqegW3ew7y3Jfs30yocywlCVslrujIDGt%2FCfAMuzqk3H5MVNEMIVsfLH51di85o84qq16Dw1xp4qdLkkiRD46xhb6MSIMCnbv8T4TgJk4%2BVk0C76X6%2F1CMzDw9xLOt7xAf%2BcssR9wwyqxyOeGjBi1HrX%2FtC7M%2FB1eOR7EK%2BhEs6UHDgznRO4L3xA0%2FllffWsFI8ixtsXTOzjdpxiK7YJlIske7lrL9Y2ydqoFOt5PD%2FWIn7bVyF9PIaxaUuwiy%2B15svyWZzLH9ph03jdMJEUCDHZa1rHrBM%2FUyKvHFr%2BsvpPSFTcZTwxGYwiQSMDlsMbPkJuAKJYRxvsaXV1iICNxhgzJXaH%2FQ6V%2FBevNzjD1f%2BJHDxuLDnb%2FD%2BPSZR09GXWnMYh2DufPOtNy6MB2chmpxq7ZPX3%2BwsNsbfu%2FubQaVGqI3OY%2FviASnJYtf8aQ%3D&checksum=30343709893510845e97e452410fa8832031afc6a993
991,  X1 Carbon 3460-82G i5-3472U 8GB RAM is 180GB  UMTS Win 8 Pro,Refurbished,From Germany,7540.41,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-3460-82G-i5-3472U-8GB-RAM-180GB-SSD-UMTS-Win-8-Pro/153841569742?hash=item23d1ac0fce:g:sTcAAOSwIUReUVCl
835," IdeaPad 510s  i3-6100u 2,30 GHz 8gb 128ssd 15 Zoll  windows 10",Refurbished,From Germany,7359.85,0,0,https://www.ebay.com/itm/Lenovo-Ideapad-510s-Core-I3-6100U-2-30-GHZ-8GB-128SSD-15Zoll-HDMI-Windows-10/123974699735?hash=item1cdd77cad7:g:ZasAAOSwFVJeIduW
